image60_size	jp_only	name	image40_href	image40_size	rarity	active_skill	atk_max	id	rcv_scale	team_cost	leader_skill	hp_scale	version	atk_scale	rcv_min	atk_min	rcv_max	monster_points	type3	hp_max	element2	element	type2	max_level	awoken_skills	hp_min	name_jp	image60_href	feed_xp	xp_curve	type	
7718	False	Knightmare Batman	/static/img/monsters/40x40/2826.ded57ffddca9.png	4082	5	Kryptonite Spear	890	2826	1.0	15	Bat Vigilante	1.0	294	1.0	53	371	127	5000	None	2258	None	4	None	50	[]	941	ナイトメアバットマン	/static/img/monsters/60x60/2826.23bd31d189ba.png	750.0	5000000	7	
8814	False	Armored Batman	/static/img/monsters/40x40/2827.575da1b7a9cb.png	4272	6	Kryptonite Spear	2003	2827	1.0	25	Bat Vigilante	1.0	317	1.0	114	801	285	5000	None	4515	None	4	8	99	[28, 21, 26, 26, 36]	1806	アーマード・バットマン	/static/img/monsters/60x60/2827.397114e0370b.png	1163.0	5000000	7	
7627	False	Charging Superman Soldier	/static/img/monsters/40x40/2828.ba09434db62f.png	3984	3	Light&Dark Orbs Change	674	2828	1.0	8	None	1.0	294	1.0	22	321	46	1	None	1111	None	4	None	70	[]	529	突撃・スーパーマンの信者	/static/img/monsters/60x60/2828.89c83d03a585.png	413.0	1500000	6	
7464	False	Assault Superman Soldier	/static/img/monsters/40x40/2829.80c2b0b2b3cc.png	3835	3	Dark&Light Orbs Change	718	2829	1.0	8	None	1.0	294	1.0	24	342	50	1	None	1073	None	4	None	70	[]	511	銃撃・スーパーマンの信者	/static/img/monsters/60x60/2829.b71acb171548.png	413.0	1500000	6	
8123	False	Entrepreneur, Lex Luthor	/static/img/monsters/40x40/2830.c3a8d0fc2a3a.png	4182	5	Incisive Brilliance	542	2830	0.7	10	LexCorp Technology	0.7	294	0.7	95	226	228	1	None	1198	None	3	None	50	[]	499	企業家・レックス・ルーサー	/static/img/monsters/60x60/2830.71737bc0df10.png	563.0	3000000	1	
8581	False	Genius Scientist, Lex Luthor	/static/img/monsters/40x40/2831.a8ea1a402ecc.png	4207	6	Incisive Brilliance	1220	2831	0.7	20	LexCorp Technology	0.7	294	0.7	205	488	513	1	None	2395	4	3	7	99	[27, 19]	958	天才科学者・レックス・ルーサー	/static/img/monsters/60x60/2831.33c0f8a8bc15.png	975.0	3000000	1	
8682	False	Artificial Lifeform, Doomsday	/static/img/monsters/40x40/2832.a7e76efee7a2.png	4295	5	Energy Beams	770	2832	1.5	12	Clone Invulnerability	1.5	362	1.5	19	321	46	10	None	1668	None	4	None	50	[]	695	人工生命体・ドゥームズデイ	/static/img/monsters/60x60/2832.c2237313f518.png	638.0	4000000	7	
8881	False	Immortal Enemy, Doomsday	/static/img/monsters/40x40/2833.a106d9667c68.png	4310	6	Energy Beams	1733	2833	1.5	22	Clone Invulnerability	1.5	362	1.5	41	693	103	10	None	3335	0	4	2	99	[10, 10]	1334	不死身の敵・ドゥームズデイ	/static/img/monsters/60x60/2833.74ff48a379ff.png	1050.0	4000000	7	
5934	False	Superman's Emblem	/static/img/monsters/40x40/2834.99753be7e804.png	3354	5	Heat Vision	200	2834	1.0	1	None	1.0	294	1.0	100	200	100	1	None	500	None	3	None	1	[]	500	スーパーマンのエンブレム	/static/img/monsters/60x60/2834.03c751131fbe.png	10000.0	2000000	14	
5393	False	Supergirl's Emblem	/static/img/monsters/40x40/2835.f529a3f12b87.png	3150	5	Arctic Breath	200	2835	1.0	1	None	1.0	294	1.0	100	200	100	1	None	500	None	3	None	1	[]	500	スーパーガールのエンブレム	/static/img/monsters/60x60/2835.5bbf00ccf8fe.png	10000.0	2000000	14	
3820	False	Batman's Emblem	/static/img/monsters/40x40/2836.74a9c8c48e26.png	2392	5	Kryptonite Spear	200	2836	1.0	1	None	1.0	294	1.0	100	200	100	1	None	500	None	4	None	1	[]	500	バットマンのエンブレム	/static/img/monsters/60x60/2836.92d543b84fd9.png	10000.0	2000000	14	
8702	False	Hanuman	/static/img/monsters/40x40/2837.0e3a3583eedc.png	4283	6	Oriental Wind	1403	2837	1.0	40	Cleansing Martial Arts	1.0	362	1.0	0	893	-100	25	None	4212	None	2	None	99	[11, 11, 24]	1512	ハヌマーン	/static/img/monsters/60x60/2837.5639615616d1.png	1725.0	5000000	6	
9196	False	White Monkey Retainer, Hanuman	/static/img/monsters/40x40/2838.096f6f69859d.png	4439	7	Oriental Wind	1703	2838	1.0	50	Cleansing Martial Arts	1.0	362	1.0	0	893	-100	25	None	4512	1	2	2	99	[11, 11, 24, 24, 24, 24, 19]	1512	忠心の白猿臣・ハヌマーン	/static/img/monsters/60x60/2838.533f655b49c6.png	2138.0	5000000	6	
8871	False	Purifying Thunder Dragon, Sedin	/static/img/monsters/40x40/2875.8464224c93ed.png	4274	6	Sunrise Zone	1313	2875	1.0	20	Dragon Heart of Purification	1.0	418	1.0	59	625	124	10	None	2012	3	0	None	99	[14, 22]	958	浄雷龍・セディン	/static/img/monsters/60x60/2875.e5b419893010.png	975.0	4000000	4	
8524	False	Abyssal Shark Dragon, Toa	/static/img/monsters/40x40/2876.57557dcef190.png	4192	6	Abyss Dark Ring	901	2876	1.0	20	Dragon Heart of Restauration	1.0	418	1.0	85	429	179	10	None	2638	4	1	None	99	[15, 23]	1256	溟鮫龍・トア	/static/img/monsters/60x60/2876.f80a12bf767d.png	975.0	4000000	4	
8991	False	Storm Hawk Dragon, Kuarje	/static/img/monsters/40x40/2877.b83fa821e2eb.png	4357	6	Storm Light Ring	1073	2877	1.0	20	Dragon Heart of Punition	1.0	418	1.0	195	511	410	10	None	1579	3	2	None	99	[16, 24]	752	嵐鷹龍・クァージェ	/static/img/monsters/60x60/2877.532cd5c45c04.png	975.0	4000000	4	
8972	False	Gleaming Rabbit Dragon, Fragrem	/static/img/monsters/40x40/2878.e28057bcdb9c.png	4376	6	Shine Flare Ring	1262	2878	1.0	20	Dragon Heart of Judgement	1.0	418	1.0	85	601	179	10	None	1934	0	3	None	99	[17, 25]	921	煌兎龍・フラグレム	/static/img/monsters/60x60/2878.d62f028d7c75.png	975.0	4000000	4	
8843	False	Destroying Thunder Dragon, Dorva	/static/img/monsters/40x40/2879.4570a9c41af2.png	4347	6	Sunset Zone	1308	2879	1.0	20	Dragon Heart of Ruin	1.0	418	1.0	2	623	4	10	None	2377	1	4	None	99	[18, 26]	1132	滅雷龍・ドルヴァ	/static/img/monsters/60x60/2879.223f7c56efe1.png	975.0	4000000	4	
8748	True	Flamzeal	/static/img/monsters/40x40/2880.ca3d3d7a14dc.png	4446	3	Immortal Guard	529	2880	1.0	8	None	1.0	362	1.0	22	252	46	1	None	823	None	0	None	30	[]	392	ファジール	/static/img/monsters/60x60/2880.2b1b55782a93.png	413.0	1500000	4	
9066	True	Icezeal	/static/img/monsters/40x40/2881.c8ec002b760f.png	4502	3	Deep Spiral	443	2881	1.0	8	None	1.0	362	1.0	29	211	61	1	None	842	None	1	None	30	[]	401	アイジール	/static/img/monsters/60x60/2881.0492b37781ef.png	413.0	1500000	4	
8848	True	Woodzeal	/static/img/monsters/40x40/2882.ac73cdd44e3b.png	4416	3	Royal Gale	523	2882	1.0	8	None	1.0	314	1.0	35	249	74	1	None	683	None	2	None	30	[]	325	ウィジール	/static/img/monsters/60x60/2882.3bbf5d86a2c4.png	413.0	1500000	4	
8888	True	Shynzeal	/static/img/monsters/40x40/2883.2d8a6d91ad6a.png	4445	3	Sacred Horn	548	2883	1.0	8	None	1.0	362	1.0	11	261	23	1	None	865	None	3	None	30	[]	412	ライジール	/static/img/monsters/60x60/2883.71165902fac3.png	413.0	1500000	4	
8935	True	Badzeal	/static/img/monsters/40x40/2884.e7165b109bfc.png	4427	3	Hell Fang	571	2884	1.0	8	None	1.0	355	1.0	1	272	2	1	None	914	None	4	None	30	[]	435	シャジール	/static/img/monsters/60x60/2884.75384cda2873.png	413.0	1500000	4	
8796	False	Machine Star's Memory, Windsor	/static/img/monsters/40x40/2885.a4932d983b84.png	4344	7	None	250	2885	1.0	50	None	1.0	362	1.0	0	250	0	1	None	500	None	3	None	1	[]	500	機星の記憶・ウィンザー	/static/img/monsters/60x60/2885.18ec37e66bd9.png	2138.0	2000000	0	
8229	False	Machine Star's Right Hand, Aquor	/static/img/monsters/40x40/2886.c7918bfc1c67.png	4250	7	None	250	2886	1.0	50	None	1.0	362	1.0	0	250	0	1	None	500	None	3	None	1	[]	500	機星の右手・アクオル	/static/img/monsters/60x60/2886.e125e543dee7.png	2138.0	2000000	0	
8033	False	Machine Star's Left Hand, Frahje	/static/img/monsters/40x40/2887.3400fcdfb4fd.png	4135	7	None	250	2887	1.0	50	None	1.0	362	1.0	0	250	0	1	None	500	None	3	None	1	[]	500	機星の左手・フラージ	/static/img/monsters/60x60/2887.a6fd0c94894f.png	2138.0	2000000	0	
7971	False	Machine Star's Right Leg, Trigo	/static/img/monsters/40x40/2888.80ed6e375442.png	4183	7	None	250	2888	1.0	50	None	1.0	362	1.0	0	250	0	1	None	500	None	3	None	1	[]	500	機星の右足・トライゴ	/static/img/monsters/60x60/2888.2bcea1ae980c.png	2138.0	2000000	0	
7878	False	Machine Star's Left Leg, Dukdey	/static/img/monsters/40x40/2889.77a227acc582.png	4145	7	None	250	2889	1.0	50	None	1.0	362	1.0	0	250	0	1	None	500	None	3	None	1	[]	500	機星の左足・ダグディ	/static/img/monsters/60x60/2889.b6538eacd452.png	2138.0	2000000	0	
9039	False	Heaven Winged Machine, Seraphis	/static/img/monsters/40x40/2890.445479528fb2.png	4376	7	Feathers of Heaven	1521	2890	1.0	50	Symphonic Energy	1.0	558	1.0	21	1121	51	25	None	4082	None	3	None	99	[27, 21, 28, 19]	1282	天翼機・セラフィス	/static/img/monsters/60x60/2890.b4e7b07856f1.png	2138.0	10000000	8	
8800	False	Light Guiding Star Machine, Orpharion	/static/img/monsters/40x40/2891.5873acf65724.png	4414	8	Feathers of Heaven	1917	2891	1.0	99	Symphonic Energy	1.0	339	1.0	21	1121	200	25	None	6002	None	3	None	99	[27, 21, 28, 19, 21, 21, 17, 10, 10]	1282	光の星導機・オルファリオン	/static/img/monsters/60x60/2891.89994b624a03.png	4013.0	10000000	8	
8584	False	Enlightened Meditating God, Sandalphon	/static/img/monsters/40x40/2892.e745757dedac.png	4258	8	Performance of Judgement	1307	2892	1.0	45	Planet's Eyes	1.0	361	1.0	410	738	705	20	None	2745	1	3	3	99	[25, 17, 10, 10, 28]	1098	開眼の瞑想神・サンダルフォン	/static/img/monsters/60x60/2892.87f10006fbe1.png	1988.0	5000000	5	
9381	False	Soul Binding Princess of Darkness, Hel	/static/img/monsters/40x40/2893.12468f6bf8e7.png	4523	7	Hell's Garden	1855	2893	1.0	50	Corpse Princess's Bitter Poison	1.0	344	1.0	0	702	20	25	None	4018	3	4	4	99	[27, 21, 28, 27, 18, 18]	1367	魂縛の黒冥姫・ヘル	/static/img/monsters/60x60/2893.715940ddd123.png	2138.0	5000000	7	
8886	False	Loyal Demon Prince, Cauchemar	/static/img/monsters/40x40/2894.08dca7e91c84.png	4282	8	Emerald Guard	1619	2894	1.0	50	Cauchemar High Tension	1.0	344	1.0	0	1085	150	20	None	4035	4	2	2	99	[24, 9, 21, 21, 24]	1650	忠実の魔公子・コシュまる	/static/img/monsters/60x60/2894.88093c426173.png	2175.0	4000000	7	
9009	False	Infernal Ice Demon, Agni	/static/img/monsters/40x40/2895.45fd600b9d1e.png	4274	7	Oriental Stomp	1750	2895	1.0	80	Wild Torrent	1.0	401	1.0	98	907	281	50	None	3060	None	4	6	99	[27, 21, 9]	1058	獄氷魔・アグニ	/static/img/monsters/60x60/2895.44cedeaf3a4e.png	3263.0	5000000	7	
9141	False	Infernal Ice Demon's Frozen Horn, Agni	/static/img/monsters/40x40/2896.3e7c7254d3f3.png	4332	8	Oriental Stomp	1850	2896	1.0	90	Wild Torrent	1.0	401	1.0	98	907	321	50	5	3260	1	4	6	99	[27, 21, 9, 9, 9, 28, 27, 6]	1058	凍角の獄氷魔・アグニ	/static/img/monsters/60x60/2896.8b7d18ae88d3.png	3675.0	5000000	7	
9079	False	Fenrir Viz	/static/img/monsters/40x40/2899.1cb2d788ce8a.png	4403	6	Rising Sun's Roar	1211	2899	1.0	40	Last Counteroffensive	1.0	401	1.0	2	512	85	50000	None	1826	None	3	None	50	[]	359	フェンリル=ヴィズ	/static/img/monsters/60x60/2899.154f76d5b06e.png	1725.0	5000000	7	
8591	False	God Destroyer Monstrous Wolf, Fenrir Viz	/static/img/monsters/40x40/2900.f9b60bc9a973.png	4247	7	Rising Sun's Roar	1449	2900	1.0	60	Last Counteroffensive	1.0	535	1.0	71	1011	111	50000	None	4666	1	3	2	99	[19, 19, 28, 28, 21, 21, 32]	1756	神討の魔狼・フェンリル＝ヴィズ	/static/img/monsters/60x60/2900.905c72ea8858.png	2513.0	5000000	7	
8705	False	Awoken Cao Cao	/static/img/monsters/40x40/2901.c06afc25d9bf.png	4241	7	Everlasting Stratagem	1856	2901	1.0	35	Legendary Military Ruler	1.0	392	1.0	15	1031	27	5000	None	4395	0	0	7	99	[22, 14, 28, 21, 22, 14, 10, 10]	1278		/static/img/monsters/60x60/2901.e19d7f002058.png	1575.0	4000000	2	
9171	False	Awoken Sun Quan	/static/img/monsters/40x40/2902.1e81335ed393.png	4404	7	Garyou Tensei Expertise	1183	2902	1.0	35	Young Tiger's Noble Path	1.0	531	1.0	289	713	590	5000	None	3805	0	1	2	99	[23, 15, 11, 21, 27, 28, 27, 27]	1158	覚醒孫権	/static/img/monsters/60x60/2902.82977c5e3b8f.png	1575.0	4000000	3	
9443	False	Awoken Liu Bei	/static/img/monsters/40x40/2903.1c765adb59e6.png	4544	7	Recovering Chance	1845	2903	1.0	35	Ascension's Noble Path	1.0	530	1.0	196	747	103	5000	None	4125	2	2	6	99	[24, 16, 12, 21, 21, 10, 10, 24]	1250	覚醒劉備	/static/img/monsters/60x60/2903.aa792f38da99.png	1575.0	4000000	2	
9110	False	Awoken Da Qiao & Xiao Qiao	/static/img/monsters/40x40/2904.7dfa500f2f26.png	4449	7	Flawless Devotion	1421	2904	1.0	35	Two Qiao's Celestial Dance	1.0	560	1.0	356	706	641	5000	None	3215	1	3	4	99	[25, 23, 19, 21, 25, 23, 28, 25]	1006	覚醒大喬＆小喬	/static/img/monsters/60x60/2904.cec6d8da4bdb.png	1575.0	4000000	5	
8555	False	Evil Star Flying General, Lu Bu	/static/img/monsters/40x40/2905.4e48ed841c9e.png	4173	8	Unparalleled Destructive Strike	2293	2905	1.0	45	Dreadful Erosion	1.0	389	1.0	0	1163	0	5000	4	3813	0	4	7	99	[26, 18, 10, 21, 10, 26, 21, 28, 20]	1045	凶星の飛将神・呂布	/static/img/monsters/60x60/2905.da8849f46b7d.png	1988.0	4000000	5	
8048	True	black-winged goddess, valkyrie claire	/static/img/monsters/40x40/2906.31da544c26cf.png	4163	6	Attack Stance - Dark	1489	2906	1.0	45	darklight bravery	1.0	361	1.0	438	996	656	6000	7	2708	0	4	5	99	[21, 28, 31, 33]	1593	黒翼姫神・ミニばるきりーくれーる	/static/img/monsters/60x60/2906.ebe26ebc3b12.png	1913.0	4000000	3	
8056	True	the norn urd	/static/img/monsters/40x40/2907.a8929580fcbf.png	4101	5	Space-Time Tuning Circle - Fr / Wt	1688	2907	1.0	40	red-blue divine clock	1.0	361	1.0	234	938	421	5000	None	2715	1	0	6	99	[22, 22, 22]	1086	時女神・ミニうるど	/static/img/monsters/60x60/2907.6b4e360ca6a9.png	1688.0	5000000	5	
8486	True	the norn verdandi	/static/img/monsters/40x40/2908.1f3c7f814abf.png	4267	5	Space-Time Tuning Circle - Wd / Fr	1417	2908	1.0	40	green-red divine clock	1.0	361	1.0	251	787	452	5000	None	3155	0	2	1	99	[24, 24, 24]	1262	時女神・ミニべるだんでぃ	/static/img/monsters/60x60/2908.162befcdbf08.png	1688.0	5000000	5	
8448	True	the norn skuld	/static/img/monsters/40x40/2909.b0f6ec143c87.png	4302	6	Space-Time Tuning Circle - Wt / Wd	1211	2909	1.0	60	blue-green divine clock	1.0	361	1.0	167	673	301	6000	None	4575	2	1	2	99	[23, 23, 23, 21]	1630	時女神・ミニすくるど	/static/img/monsters/60x60/2909.e2f0383ccca1.png	2475.0	5000000	5	
8890	True	wailing bleak night goddess, pandora	/static/img/monsters/40x40/2910.4cd411ccf089.png	4322	5	Secret Box	1374	2910	1.0	35	disaster strikes	1.0	361	1.0	266	680	509	5000	None	2948	4	4	7	99	[18, 18, 28, 28]	1179	魔哭の冥夜神・ミニぱんどら	/static/img/monsters/60x60/2910.824a027eacd2.png	1500.0	4000000	5	
8488	True	awoken isis	/static/img/monsters/40x40/2911.c917e78bd4bb.png	4280	5	Quick Guard	1507	2911	1.0	35	abyss of the nile	1.0	361	1.0	402	731	403	5000	None	3038	2	1	5	99	[10, 10, 27, 27]	1215	覚醒ミニいしす	/static/img/monsters/60x60/2911.1ae5766a0d07.png	1500.0	4000000	7	
8480	True	awoken bastet	/static/img/monsters/40x40/2912.677b3aadae45.png	4131	5	Wild Cats	1407	2912	1.0	35	cat-scratch fever	1.0	361	1.0	390	738	425	5000	None	3160	0	2	1	99	[39, 36, 35]	1204	覚醒ミニばすてと	/static/img/monsters/60x60/2912.d6f0e9e62125.png	1500.0	4000000	7	
8373	False	awoken amaterasu	/static/img/monsters/40x40/2913.29cb58ed1818.png	4247	5	Divine Illumination	1011	2913	1.5	35	divine healing of the sun	1.5	535	1.5	255	709	602	5000	None	3321	2	3	2	99	[10, 10, 25, 25]	1170	覚醒ミニあまてらす	/static/img/monsters/60x60/2913.25f8c6f1b558.png	1500.0	4000000	3	
8468	True	awoken tsukuyomi	/static/img/monsters/40x40/2914.8f4979273017.png	4138	5	World of the Gleaming Moon	1406	2914	1.5	35	demonic strike	1.5	361	1.5	173	725	205	5000	None	3872	2	4	7	99	[40, 37, 32]	1080	覚醒ミニつくよみ	/static/img/monsters/60x60/2914.d347625ef5f7.png	1500.0	4000000	2	
8832	False	Napoleon	/static/img/monsters/40x40/2915.05c6c50e8b12.png	4245	6	Tactical Flame	1401	2915	1.0	15	Emperor's Unifying Force	1.0	416	1.0	2	601	48	5000	None	3012	3	0	6	99	[14, 14, 14, 14, 14]	1412	ナポレオン	/static/img/monsters/60x60/2915.8bb42adc1ba7.png	788.0	5000000	4	
9154	False	Emperor Veteran, Napoleon	/static/img/monsters/40x40/2916.231fc59dc4c2.png	4327	7	Tactical Flame	1801	2916	1.0	25	Emperor's Unifying Force	1.0	535	1.0	2	601	88	15000	None	3412	3	0	6	99	[14, 14, 14, 14, 14, 21, 28, 43, 31]	1412	歴戦の皇帝・ナポレオン	/static/img/monsters/60x60/2916.40e5c22fd910.png	1200.0	5000000	4	
8562	False	Barbarossa	/static/img/monsters/40x40/2917.4fd59f2f0ebb.png	4252	6	Terror Wave	1142	2917	1.0	15	Redbeard's Unifying Force	1.0	416	1.0	0	442	0	5000	None	3521	0	1	7	99	[27, 27, 28, 28]	1821	バルバロッサ	/static/img/monsters/60x60/2917.055f05fc3d13.png	788.0	5000000	6	
8827	False	Brute Force of the Redbeard, Barbarossa	/static/img/monsters/40x40/2918.5a8b56a61296.png	4320	7	Terror Wave	1542	2918	1.0	25	Redbeard's Unifying Force	1.0	535	1.0	0	442	0	15000	None	4221	0	1	7	99	[27, 27, 28, 28, 19, 27, 21, 35]	1821	蛮力の赤髭・バルバロッサ	/static/img/monsters/60x60/2918.bbfc9a1f609b.png	1200.0	5000000	6	
8303	False	Robin Hood	/static/img/monsters/40x40/2919.8a32bc7b1a3c.png	4167	6	Penetrating Arrow	1053	2919	1.0	15	Chivalrous Thief's Unifying Force	1.0	416	1.0	108	393	288	5000	None	2898	0	2	5	99	[27, 27, 19, 21]	1298	ロビンフッド	/static/img/monsters/60x60/2919.803aade327d3.png	788.0	5000000	1	
8736	False	Godlike Chivalrous Thief, Robin Hood	/static/img/monsters/40x40/2920.cda83a645651.png	4303	7	Penetrating Arrow	1453	2920	1.0	25	Chivalrous Thief's Unifying Force	1.0	535	1.0	108	393	388	15000	None	3198	0	2	5	99	[27, 27, 19, 21, 28, 28, 43, 38]	1298	神業の義賊・ロビンフッド	/static/img/monsters/60x60/2920.c9d5543a2c05.png	1200.0	5000000	1	
9300	False	Yang Guifei	/static/img/monsters/40x40/2921.843d7b457385.png	4431	6	Elegant Singing and Dancing	950	2921	1.0	15	Favorite Mistress's Unifying Force	1.0	416	1.0	125	350	230	5000	None	3114	2	3	7	99	[27, 21, 19, 28]	1514	楊貴妃	/static/img/monsters/60x60/2921.72b5bb4d98c5.png	788.0	5000000	1	
9064	False	Beautiful Favorite Mistress, Yang Guifei	/static/img/monsters/40x40/2922.4d5309619cd3.png	4340	7	Elegant Singing and Dancing	1350	2922	1.0	25	Favorite Mistress's Unifying Force	1.0	535	1.0	125	350	330	15000	None	3614	2	3	7	99	[27, 21, 19, 28, 28, 21, 43, 38]	1514	美玉の寵姫・楊貴妃	/static/img/monsters/60x60/2922.25bf3ebbaa5e.png	1200.0	5000000	1	
8691	False	Oda Nobunaga	/static/img/monsters/40x40/2923.b930d17df7bd.png	4265	6	Unifying Magic Bullets	1406	2923	1.0	15	Demon's Unifying Force	1.0	416	1.0	111	596	201	5000	None	2499	0	4	4	99	[10, 10, 26, 26]	998	織田信長	/static/img/monsters/60x60/2923.eb246d75ebb1.png	788.0	5000000	7	
8912	False	Rebellious Demon, Oda Nobunaga	/static/img/monsters/40x40/2924.b4e454a919a6.png	4376	7	Unifying Magic Bullets	1706	2924	1.0	25	Demon's Unifying Force	1.0	535	1.0	111	596	301	15000	None	2899	0	4	4	99	[10, 10, 26, 26, 19, 28, 21, 33]	998	反乱の天魔・織田信長	/static/img/monsters/60x60/2924.c510335ab852.png	1200.0	5000000	7	
8714	False	Afterglow Destroyer Dragon, Apocalypse	/static/img/monsters/40x40/2925.b605fe40e7df.png	4395	7	Final Judgement	1650	2925	1.0	60	Final Calamity	1.0	374	1.0	116	861	179	5000	8	4000	3	3	5	99	[27, 25, 28, 11, 21, 21, 27, 25]	1480	残光の破壊龍・アポカリプス	/static/img/monsters/60x60/2925.c2731c3e66ec.png	2513.0	5000000	4	
7162	False	Passionate Dragon Caller, Ace	/static/img/monsters/40x40/2926.51abbee557ca.png	3930	6	Show them your burning soul!!	1352	2926	1.0	25	Cross On!!	1.0	416	1.0	29	325	280	15	None	2890	0	0	None	99	[14, 14, 14]	985	熱き龍喚士・エース	/static/img/monsters/60x60/2926.02582bf7249e.png	1163.0	5000000	1	
8898	False	Blazing Deity Falcon Armor, Ace	/static/img/monsters/40x40/2927.1490d5fec206.png	4406	8	Celestial Eye of Wadjet X	1974	2927	1.0	45	Flame Falcon Blinding Light X	1.0	411	1.0	380	749	90	5000	None	3905	3	0	6	99	[27, 27, 19, 19, 21, 28, 33]	1202	白光炎隼神のアーマー・エース	/static/img/monsters/60x60/2927.f5386a1d33b9.png	1988.0	4000000	5	
9191	False	Awoken Zeus Olympios Armor, Ace	/static/img/monsters/40x40/2928.e25359fc8918.png	4488	9	Wrath of God X	1522	2928	1.5	70	Soul of Zeus X	1.5	411	1.5	195	805	360	15	None	3787	3	3	5	99	[17, 27, 21, 9, 9, 9, 9]	1580	超覚醒ゼウスのアーマー・エース	/static/img/monsters/60x60/2928.911e9edf66f9.png	2963.0	4000000	1	
8814	False	Moonlit Feline Goddess Armor, Ace	/static/img/monsters/40x40/2929.4e26c659088e.png	4334	8	Wild Cats X	1507	2929	1.0	45	Moonlit Cat X	1.0	411	1.0	390	738	385	5000	None	3810	4	2	7	99	[16, 16, 19, 19, 21, 28, 32]	1204	月下の愛猫神のアーマー・エース	/static/img/monsters/60x60/2929.d7a469615896.png	1988.0	4000000	5	
6238	False	Ouka	/static/img/monsters/40x40/2930.fea21f13802a.png	3652	3	Inferno Blast	245	2930	1.0	4	None	1.0	428	1.0	14	57	29	1	None	495	None	0	None	25	[]	119	オウカ	/static/img/monsters/60x60/2930.fccec6e40a09.png	263.0	1500000	4	
6390	False	Lowen	/static/img/monsters/40x40/2931.38fc649f5013.png	3805	4	Inferno Blast	523	2931	1.0	8	Blazing Wolf's Claw	1.0	428	1.0	26	231	45	1	None	1011	None	0	None	70	[]	429	ロウエン	/static/img/monsters/60x60/2931.4dcccd4cb310.png	450.0	2000000	4	
7346	False	Burning Tail, Goukami	/static/img/monsters/40x40/2932.9236df61dd00.png	3913	5	Inferno Blast	1611	2932	1.0	12	Deep Crimson Heavy Fang	1.0	428	1.0	50	520	64	1	None	2251	3	0	6	99	[14, 22]	858	焦尾・ゴウカミ	/static/img/monsters/60x60/2932.dfd7c85f0a9f.png	638.0	4000000	4	
6472	False	Mizuha	/static/img/monsters/40x40/2933.125e8341a9de.png	3667	3	Mirage Blade	145	2933	1.0	4	None	1.0	428	1.0	20	48	44	1	None	712	None	1	None	25	[]	134	ミズハ	/static/img/monsters/60x60/2933.ceb3508c4bfc.png	263.0	1500000	4	
