ASListID	AwokenSkillOne	AwokenSkillTwo	AwokenSkillThree	AwokenSkillFour	AwokenSkillFive	AwokenSkillSix	AwokenSkillSeven	AwokenSkillEight	AwokenSkillNine
1264	'Enhanced Water Orbs'	'Enhanced Wood Orbs'	'Enhanced Dark Orbs'	'Enhanced Water Attribute'	'God Killer'	'Dragon Killer'	NULL	NULL	NULL	
1251	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2781	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2417	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3301	'Enhance Material Killer'	'Evolve Material Killer'	'Devil Killer'	NULL	NULL	NULL	NULL	NULL	NULL	
2041	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3305	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Extend Time'	'Extend Time'	'Extend Time'	'Skill Boost'	'Skill Boost'	'Devil Killer'	
5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
300	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2697	'Extend Time'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2007	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3267	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
972	'Two-Pronged Attack'	'Enhanced Water Attribute'	'Enhanced Heart Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
822	'Two-Pronged Attack'	'Enhanced Fire Orbs'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	
312	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2118	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
694	'Enhanced HP'	'Enhanced Light Orbs'	'Enhanced Heart Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
2782	'Skill Boost'	'Skill Boost'	'Extend Time'	'Extend Time'	'Recover Bind'	NULL	NULL	NULL	NULL	
1839	'Enhanced Fire Orbs'	'Resistance-Skill Bind'	'Skill Boost'	'Extend Time'	'Enhanced Heart Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Extend Time'	'Multi Boost'	
2892	'Enhanced Light Attribute'	'Enhanced Light Orbs'	'Resistance-Bind'	'Resistance-Bind'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	
816	'Enhanced Attack'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1814	'Enhanced Water Orbs'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
368	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
296	'Reduce Water Damage'	'Reduce Water Damage'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
2554	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
155	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1521	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2998	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2951	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Guard Break'	NULL	NULL	NULL	
1180	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1510	'Two-Pronged Attack'	'Enhanced Light Orbs'	'Enhanced Light Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
1297	'Enhanced Water Orbs'	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Resistance-Dark'	'Enhanced Water Orbs'	'Skill Boost'	'Two-Pronged Attack'	NULL	NULL	
2989	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	
1645	'Enhanced Fire Attribute'	'Enhanced Dark Attribute'	'Recover Bind'	'Skill Boost'	'Skill Boost'	'Extend Time'	NULL	NULL	NULL	
2119	'Extend Time'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
77	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
386	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1863	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Enhanced Water Attribute'	NULL	NULL	NULL	NULL	NULL	
721	'Enhanced Light Orbs'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1137	'Two-Pronged Attack'	'Reduce Dark Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
85	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
393	'Recover Bind'	'Auto-Recover'	'Resistance-Bind'	'Resistance-Bind'	'God Killer'	'Machine Killer'	NULL	NULL	NULL	
786	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3079	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1733	'Enhanced Water Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Water Attribute'	'Resistance-Skill Bind'	'Extend Time'	NULL	NULL	
111	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1970	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1518	'Auto-Recover'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Skill Boost'	'Recover Bind'	NULL	NULL	NULL	
1328	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2062	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2555	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Resistance-Skill Bind'	'God Killer'	NULL	NULL	NULL	
2652	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3204	'Extend Time'	'Extend Time'	'Skill Boost'	'Skill Boost'	'Resistance-Skill Bind'	'Multi Boost'	NULL	NULL	NULL	
1169	'Enhanced Light Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
64	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2876	'Enhanced Water Orbs'	'Enhanced Water Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2986	'Skill Boost'	'Skill Boost'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	NULL	
2835	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
802	'Enhanced Water Orbs'	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Resistance-Dark'	NULL	NULL	NULL	NULL	NULL	
1655	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2645	'Skill Boost'	'Enhanced Light Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2015	'Two-Pronged Attack'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Wood Attribute'	NULL	NULL	NULL	
696	'Enhanced Fire Attribute'	'Enhanced Fire Orbs'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
2045	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
729	'Enhanced Fire Attribute'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2712	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
543	'Enhanced Light Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2932	'Enhanced Fire Orbs'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2761	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	
2111	'Resistance-Dark'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2500	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Wood Attribute'	'Auto-Recover'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Auto-Recover'	'Auto-Recover'	'Auto-Recover'	
146	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1313	'Enhanced Wood Orbs'	'Resistance-Poison'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
389	'Resistance-Bind'	'Resistance-Jammers'	'Resistance-Jammers'	'Resistance-Bind'	'God Killer'	'Machine Killer'	NULL	NULL	NULL	
2338	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2551	'Enhanced Light Attribute'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
1846	'Enhanced Dark Orbs'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
2698	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2745	'Two-Pronged Attack'	'Recover Bind'	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Dark Attribute'	'Resistance-Bind'	'Resistance-Bind'	'Devil Killer'	
3214	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2305	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
712	'Enhanced Dark Orbs'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1765	'Skill Boost'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1503	'Two-Pronged Attack'	'Resistance-Bind'	'Skill Boost'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	
562	'Two-Pronged Attack'	'Enhanced Light Attribute'	'Skill Boost'	'Resistance-Jammers'	NULL	NULL	NULL	NULL	NULL	
950	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
374	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2386	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Extend Time'	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Heart Orbs'	NULL	
201	'Resistance-Dark'	'Enhanced Heal'	'Enhanced Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
2516	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Skill Boost'	'Enhanced Water Attribute'	NULL	NULL	NULL	NULL	NULL	
799	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
828	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
163	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
578	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1073	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
525	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
613	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
787	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
978	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2723	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1467	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
186	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3020	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2243	'Enhanced Fire Orbs'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
415	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
504	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2091	'Reduce Fire Damage'	'Reduce Fire Damage'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
2191	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Skill Boost'	'Two-Pronged Attack'	NULL	
692	'Enhanced HP'	'Enhanced Water Orbs'	'Enhanced Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3423	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3298	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Extend Time'	NULL	NULL	NULL	
1511	'Enhanced Heart Orbs'	'Auto-Recover'	'Recover Bind'	'Enhanced Fire Attribute'	'Resistance-Skill Bind'	'Auto-Recover'	'Resistance-Bind'	'Resistance-Bind'	NULL	
2775	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	
1753	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
13	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
432	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
983	'Two-Pronged Attack'	'Enhanced Dark Attribute'	'Enhanced Heart Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
2622	'Reduce Dark Damage'	'Reduce Dark Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2107	'Resistance-Dark'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2895	'Two-Pronged Attack'	'Skill Boost'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	
2536	'Enhanced Fire Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Skill Boost'	'Multi Boost'	'Extend Time'	'Skill Boost'	'Dragon Killer'	
1638	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2681	'Enhanced Wood Orbs'	'Resistance-Poison'	'Enhanced Heart Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
1844	'Enhanced Light Attribute'	'Enhanced Wood Attribute'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
2549	'Enhanced Wood Attribute'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
922	'Skill Boost'	'Enhanced Heart Orbs'	'Enhanced Light Attribute'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	NULL	
2517	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Skill Boost'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	NULL	
2329	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2302	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1217	'Auto-Recover'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Skill Boost'	'Recover Bind'	NULL	NULL	NULL	
2559	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Skill Boost'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	
3362	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
635	'Skill Boost'	'Enhanced Wood Attribute'	'Skill Boost'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	NULL	
2192	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Skill Boost'	'Two-Pronged Attack'	NULL	
2755	'Skill Boost'	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1191	'Two-Pronged Attack'	'Enhanced Fire Attribute'	'Skill Boost'	'Resistance-Dark'	'Resistance-Dark'	'Resistance-Dark'	'Balanced Killer'	'Devil Killer'	NULL	
911	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
254	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
664	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3406	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1522	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
995	'Enhanced Fire Orbs'	'Reduce Water Damage'	'Extend Time'	'Resistance-Skill Bind'	'Multi Boost'	'Skill Boost'	NULL	NULL	NULL	
723	'Enhanced Fire Orbs'	'Enhanced Heal'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
977	'Enhanced Light Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
143	'Enhanced Water Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1336	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
959	'Enhanced Dark Orbs'	'Resistance-Jammers'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1633	'Enhanced Fire Orbs'	'Resistance-Jammers'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1239	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1848	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Reduce Dark Damage'	'Reduce Dark Damage'	NULL	NULL	NULL	
132	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
342	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2184	'Enhanced Fire Orbs'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
540	'Enhanced Fire Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1111	'Enhanced Dark Attribute'	'Skill Boost'	'Enhanced Dark Attribute'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
2454	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3097	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Skill Boost'	NULL	NULL	NULL	
2770	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
489	'Enhanced Water Orbs'	'Resistance-Skill Bind'	'Skill Boost'	'Extend Time'	'Extend Time'	NULL	NULL	NULL	NULL	
1777	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2137	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1557	'Recover Bind'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Two-Pronged Attack'	'Extend Time'	NULL	NULL	NULL	
554	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2212	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2900	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Skill Boost'	'Skill Boost'	'God Killer'	NULL	NULL	
952	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3512	'Enhanced Light Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Light Attribute'	'Extend Time'	'Resistance-Bind'	'Resistance-Bind'	NULL	
743	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1923	'Enhanced Light Orbs'	'Enhanced Dark Orbs'	'Skill Boost'	'Skill Boost'	'Two-Pronged Attack'	'Skill Boost'	'Auto-Recover'	'Auto-Recover'	NULL	
2890	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	
2519	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Skill Boost'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	
387	'Enhanced Dark Attribute'	'Enhanced Heart Orbs'	'Enhanced Light Attribute'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
11	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2659	'Enhanced Wood Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Enhanced Wood Attribute'	'Extend Time'	
776	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2073	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Resistance-Skill Bind'	'Enhanced Fire Attribute'	'Skill Boost'	'Enhanced Fire Attribute'	'Skill Boost'	'Extend Time'	NULL	
3040	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1007	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1527	'Enhanced Water Orbs'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2960	'Enhanced Light Orbs'	'Resistance-Bind'	'Resistance-Bind'	'Extend Time'	'Skill Boost'	'Two-Pronged Attack'	NULL	NULL	NULL	
915	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
377	'Enhanced Dark Attribute'	'Enhanced Heart Orbs'	'Enhanced Dark Attribute'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
2717	'Extend Time'	'Enhanced Water Attribute'	'Enhanced Water Attribute'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
2966	'Resistance-Jammers'	'Resistance-Jammers'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3205	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2576	'Extend Time'	'Enhanced Wood Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3371	'Skill Boost'	'Skill Boost'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Physical Killer'	'God Killer'	'Extend Time'	NULL	NULL	
3078	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Skill Boost'	'Multi Boost'	NULL	NULL	NULL	NULL	
355	'Skill Boost'	'Enhanced Heart Orbs'	'Enhanced Water Attribute'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	NULL	NULL	NULL	NULL	
2043	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3397	'Two-Pronged Attack'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	NULL	NULL	NULL	
437	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1793	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Skill Boost'	'Extend Time'	NULL	NULL	NULL	
1374	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
500	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1963	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2623	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1168	'Enhanced Wood Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2026	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
76	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
140	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
789	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1854	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2245	'Enhanced Light Attribute'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Dark Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	NULL	
3596	'Two-Pronged Attack'	'Resistance-Dark'	'Extend Time'	'Skill Boost'	'Extend Time'	'Skill Boost'	'Resistance-Skill Bind'	'Two-Pronged Attack'	NULL	
1458	'Enhanced Water Orbs'	'Skill Boost'	'Resistance-Jammers'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
2820	'Enhanced Dark Orbs'	'Resistance-Bind'	'Resistance-Bind'	'Resistance-Skill Bind'	'Skill Boost'	'Two-Pronged Attack'	NULL	NULL	NULL	
1736	'Enhanced Dark Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Dark Attribute'	'Extend Time'	NULL	NULL	
2110	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
308	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1549	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1303	'Enhanced Wood Attribute'	'Enhanced Heart Orbs'	'Enhanced Water Attribute'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Skill Boost'	NULL	NULL	
1472	'Two-Pronged Attack'	'Enhanced Wood Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
246	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
657	'Extend Time'	'Resistance-Skill Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Multi Boost'	'Enhanced Light Orbs'	NULL	NULL	NULL	
2140	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2331	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1254	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Water Attribute'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	
294	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
202	'Resistance-Dark'	'Enhanced Heal'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	
3315	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
927	'Reduce Water Damage'	'Reduce Water Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2637	'Two-Pronged Attack'	'Skill Boost'	'Auto-Recover'	'Auto-Recover'	'Resistance-Skill Bind'	'Reduce Wood Damage'	NULL	NULL	NULL	
2419	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
486	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2265	'Enhanced Fire Attribute'	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	
918	'Two-Pronged Attack'	'Enhanced Dark Orbs'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
1555	'Two-Pronged Attack'	'Two-Pronged Attack'	'Enhanced Water Attribute'	'Skill Boost'	'Skill Boost'	'Enhanced Water Attribute'	NULL	NULL	NULL	
310	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
371	'Enhanced Water Attribute'	'Enhanced Heart Orbs'	'Enhanced Water Attribute'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
