MonsterID	MonsterName	MonsterNameJP	Rarity	AttributeOne	AttributeTwo	MonsterTypeOne	MonsterTypeTwo	MaxLevel	MaxHP	MaxATK	MaxRCV	NumOfAwokenSkills	UNKNOWN	LeaderSkillDesc	MonsterCost	ActiveSkillMaxCoolDown	ActiveSkillMaxLevel	ExperienceScale	MonsterTypeThree	UNKNOWNTWO
2890	Heaven Winged Machine, Seraphis	天翼機・セラフィス	7	4	0	12	0	99	4082	1521	51	4	138	Machine type cards ATK x1.5, RCV x1.5. All attribute cards ATK x2.5 when reaching 2 set of Light combos. ATK x2.5 for each additional combo, up to ATK x7.5 when reaching 4 combos.	50	20	16	1000	0	0	
2891	Light Guiding Star Machine, Orpharion	光の星導機・オルファリオン	8	4	0	12	0	99	6002	1917	200	9	129	Machine type cards ATK x1.5, RCV x1.5.	99	20	16	1000	0	0	
2892	Enlightened Meditating God, Sandalphon	開眼の瞑想神・サンダルフォン	8	4	2	6	4	99	2745	1307	705	5	129	Healer type cards HP x1.5, ATK x3.	45	25	12	500	0	0	
2893	Soul Binding Princess of Darkness, Hel	魂縛の黒冥姫・ヘル	7	5	4	9	1	99	4018	1855	20	6	138	Dark attribute cards ATK x2, RCV x2. ATK x3.5 when simultaneously clearing 6 connected Poison or Mortal Poison orbs.	50	16	11	500	0	0	
2894	Loyal Demon Prince, Cauchemar	忠実の魔公子・コシュまる	8	3	5	9	3	99	4035	1619	150	5	125	All attribute cards ATK x3, RCV x2 when Awoken Astaroth in the same team.	50	22	12	400	0	0	
2895	Infernal Ice Demon, Agni	獄氷魔・アグニ	7	5	0	9	5	99	3060	1750	281	3	138	Attacker type cards ATK x1.5. Wood attribute cards ATK x4.	80	18	16	500	0	0	
2896	Infernal Ice Demon's Frozen Horn, Agni	凍角の獄氷魔・アグニ	8	5	2	9	5	99	3260	1850	321	8	138	Attacker type cards ATK x1.5. Wood attribute cards ATK x4.	90	18	16	500	6	0	
2899	Fenrir Viz	フェンリル＝ヴィズ	6	4	0	9	0	50	1826	1211	85	0	138	ATK x4 when simultaneously clearing 3 connected Jammer orbs. ATK x1 for each additional orb, up to ATK x10 at 9 connected orb. Devil type cards HP x1.5, ATK x1.5, RCV x1.5.	40	8	6	500	0	1	
2900	God Destroyer Monstrous Wolf, Fenrir Viz	神討の魔狼・フェンリル＝ヴィズ	7	4	2	9	3	99	4666	1449	111	7	138	ATK x4 when simultaneously clearing 3 connected Jammer orbs. ATK x1 for each additional orb, up to ATK x10 at 9 connected orb. Devil type cards HP x1.5, ATK x1.5, RCV x1.5.	60	8	6	500	0	0	
2901	Awoken Cao Cao	覚醒曹操	7	1	1	3	9	99	4395	1856	27	8	138	ATK x2.5 when simultaneously clearing 6 connected Fire orbs. ATK x0.5 for each additional orb, up to ATK x4 at 9 connected orb. Fire attribute cards ATK x2, RCV x2 on the turn a skill is used. ( Multiple skills will not stack )	35	13	5	400	0	0	
2902	Awoken Sun Quan	覚醒孫権	7	2	1	4	3	99	3805	1183	590	8	138	All attribute cards ATK x4 when reaching Water & Fire combos. Water attribute cards ATK x2, RCV x2 on the turn a skill is used. ( Multiple skills will not stack )	35	17	5	400	0	0	
2903	Awoken Liu Bei	覚醒劉備	7	3	3	3	5	99	4125	1845	103	8	138	ATK x2.5 when simultaneously clearing 6 connected Wood orbs. ATK x0.5 for each additional orb, up to ATK x4 at 9 connected orb. Wood attribute cards ATK x2, RCV x2 on the turn a skill is used. ( Multiple skills will not stack )	35	14	5	400	0	0	
2904	Awoken Da Qiao & Xiao Qiao	覚醒大喬＆小喬	7	4	2	6	1	99	3215	1421	641	8	138	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x1.5 when simultaneously clearing 5 connected Water or Light orbs. ATK x0.5 for each additional orb, up to ATK x2.5 at 7 connected orb.	35	12	5	400	0	0	
2905	Evil Star Flying General, Lu Bu	凶星の飛将神・呂布	8	5	1	6	9	99	3813	2293	0	9	129	Devil type cards HP x2, ATK x3.	45	16	6	400	1	0	
2906	black-winged goddess, valkyrie claire	黒翼姫神・ミニばるきりーくれーる	6	5	1	4	6	99	2708	1489	656	6	138	Healer & God type cards ATK x3. ATK x1.5 when simultaneously clearing 6 connected Dark orbs.	45	11	7	400	9	0	
2907	the norn urd	時女神・ミニうるど	5	1	2	6	5	99	2715	1688	421	5	139	Fire attribute cards ATK x3.3 when HP is full. Fire attribute cards ATK x3.15 when HP is greater than 50%.	40	14	6	500	0	0	
2908	the norn verdandi	時女神・ミニべるだんでぃ	5	3	1	6	2	99	3155	1417	452	5	138	Wood attribute cards ATK x3 when HP is less than 50% ( Wood attribute cards ATK x3.3 when HP is full. Wood attribute cards ATK x3.15 when HP is greater than 50%. ). Fire attribute cards HP x1.5.	40	14	6	500	0	0	
2909	the norn skuld	時女神・ミニすくるど	6	2	3	6	3	99	4575	1211	301	6	136	Water attribute cards ATK x3 when HP is less than 50% ( Water attribute cards ATK x3.3 when HP is full. Water attribute cards ATK x3.15 when HP is greater than 50%. ). Wood attribute cards RCV x2.	60	14	6	500	0	0	
2910	wailing bleak night goddess, pandora	魔哭の冥夜神・ミニぱんどら	5	5	5	6	9	99	2948	1374	509	6	119	ATK x2 when simultaneously clearing 4 connected Dark orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	35	13	6	400	0	0	
2911	awoken isis	覚醒ミニいしす	5	2	3	9	6	99	3038	1507	403	5	138	All attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. Water attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	35	7	5	400	0	0	
2912	awoken bastet	覚醒ミニばすてと	5	3	1	9	2	99	3160	1407	425	5	138	ATK x3 at 5 combos. ATK x0.5 for each additional combo, up to ATK x4 at 7 combos. Wood attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	35	9	6	400	0	0	
2913	awoken amaterasu	覚醒ミニあまてらす	5	4	3	4	3	99	3321	1011	602	5	138	Healer attribute cards ATK x4 when HP is full. Healer attribute cards ATK x3 when HP is less than 99%. Heal RCV x10 as HP after every orbs elimination.	35	12	5	400	0	0	
2914	awoken tsukuyomi	覚醒ミニつくよみ	5	5	3	3	9	99	3872	1406	205	5	138	Matched attribute ATK x3 when matching exactly 5 connected orbs with at least 1 enhanced orb. ATK x2 at 6 combos. ATK x0.5 for each additional combo, up to ATK x2.5 at 7 combos.	35	12	5	400	0	0	
2915	Napoleon	ナポレオン	6	1	4	1	5	99	3012	1401	48	5	129	Dragon type cards ATK x2.5, RCV x1.5.	15	12	6	500	0	0	
2916	Emperor Veteran, Napoleon	歴戦の皇帝・ナポレオン	7	1	4	1	5	99	3412	1801	88	9	138	Dragon type cards ATK x2.5, RCV x1.5. Matched attribute ATK x2.5 when matching exactly 5 connected orbs with at least 1 enhanced orb.	25	12	6	500	0	0	
2917	Barbarossa	バルバロッサ	6	2	1	5	9	99	3521	1142	0	4	138	Attacker type cards ATK x2.5, RCV x1.5. All attribute cards ATK x2 when reaching 2 set of Water combos. ATK x1 for each additional combo, up to ATK x3 when reaching 3 combos.	15	13	6	500	0	0	
2918	Brute Force of the Redbeard, Barbarossa	蛮力の赤髭・バルバロッサ	7	2	1	5	9	99	4221	1542	0	8	138	Attacker type cards ATK x2.5, RCV x1.5. All attribute cards ATK x2 when reaching 2 set of Water combos. ATK x1 for each additional combo, up to ATK x3 when reaching 3 combos.	25	13	6	500	0	0	
2919	Robin Hood	ロビンフッド	6	3	1	2	6	99	2898	1053	288	4	138	Balanced type cards ATK x3, RCV x1.5. ATK x2 at 6 combos. ATK x0.5 for each additional combo, up to ATK x3 at 8 combos.	15	14	7	500	0	0	
2920	Godlike Chivalrous Thief, Robin Hood	神業の義賊・ロビンフッド	7	3	1	2	6	99	3198	1453	388	8	138	Balanced type cards ATK x3, RCV x1.5. ATK x2 at 6 combos. ATK x0.5 for each additional combo, up to ATK x3 at 8 combos.	25	14	7	500	0	0	
2921	Yang Guifei	楊貴妃	6	4	3	2	9	99	3114	950	230	4	138	Balanced type cards ATK x3.5, RCV x1.5. All attribute cards ATK x2.5 when attacking with Fire, Water, Wood & Light orb types at the same time.	15	14	8	500	0	0	
2922	Beautiful Favorite Mistress, Yang Guifei	美玉の寵姫・楊貴妃	7	4	3	2	9	99	3614	1350	330	8	138	Balanced type cards ATK x3.5, RCV x1.5. All attribute cards ATK x2.5 when attacking with Fire, Water, Wood & Light orb types at the same time.	25	14	8	500	0	0	
2923	Oda Nobunaga	織田信長	6	5	1	9	1	99	2499	1406	201	4	138	Devil type cards ATK x3, RCV x1.5. ATK x3 when simultaneously clearing 8 connected Dark orbs.	15	12	6	500	0	0	
2924	Rebellious Demon, Oda Nobunaga	反乱の天魔・織田信長	7	5	1	9	1	99	2899	1706	301	8	138	Devil type cards ATK x3, RCV x1.5. ATK x3 when simultaneously clearing 8 connected Dark orbs.	25	12	6	500	0	0	
2925	Afterglow Destroyer Dragon, Apocalypse	残光の破壊龍・アポカリプス	7	4	4	1	6	99	4000	1650	179	8	138	Light attribute & Dragon type cards HP x1.5, ATK x3. All attribute cards ATK x2 when reaching Light & Dark combos.	60	16	7	500	12	0	
2926	Passionate Dragon Caller, Ace	熱き龍喚士・エース	6	1	1	2	0	99	2890	1352	280	3	129	Balanced type cards HP x1.5, ATK x1.5, RCV x1.5.	25	18	16	500	0	0	
2927	Blazing Deity Falcon Armor, Ace	白光炎隼神のアーマーＸ龍喚士・エース	8	1	4	6	5	99	3905	1974	90	7	138	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 for each additional orb type, up to ATK x6 for all 5 matches. God & Attacker type cards RCV x2.	45	12	5	400	0	0	
2928	Awoken Zeus Olympios Armor, Ace	超覚醒ゼウスのアーマーＸ龍喚士・エース	9	4	4	2	6	99	3787	1522	360	7	44	All attribute cards ATK x4 when HP is full.	70	31	5	400	0	0	
2929	Moonlit Feline Goddess Armor, Ace	月下の愛猫神のアーマーＸ龍喚士・エース	8	3	5	6	9	99	3810	1507	385	7	98	ATK x2 at 4 combos. ATK x1 for each additional combo, up to ATK x8 at 10 combos.	45	10	5	400	0	0	
2930	Ouka	オウカ	3	1	0	1	0	25	495	245	29	0	0	..	4	31	21	150	0	0	
2931	Lowen	ロウエン	4	1	0	1	0	70	1011	523	45	0	138	Fire attribute cards ATK x2. Dragon type cards HP x1.5.	8	31	21	200	0	0	
2932	Burning Tail, Goukami	焦尾・ゴウカミ	5	1	4	1	5	99	2251	1611	64	2	138	Fire attribute cards ATK x2.5. Dragon type cards HP x1.5.	12	31	21	400	0	0	
2933	Mizuha	ミズハ	3	2	0	1	0	25	712	145	44	0	0	..	4	31	21	150	0	0	
2934	Mizuarashi	ミズアラシ	4	2	0	1	0	70	1695	423	81	0	138	Water attribute cards ATK x2. Dragon type cards HP x1.5.	8	31	21	200	0	0	
2935	Water Blade, Aoyaiba	水刀・アオヤイバ	5	2	5	1	3	99	3029	1023	169	2	138	Water attribute cards ATK x2.5. Dragon type cards HP x1.5.	12	31	21	300	0	0	
2936	Enju	エンジュ	3	3	0	1	0	25	512	96	112	0	0	..	4	31	21	150	0	0	
2937	Trihayate	トリハヤテ	4	3	0	1	0	70	1046	325	292	0	138	Wood attribute cards ATK x2. Dragon type cards HP x1.5.	8	31	21	200	0	0	
2938	Wind Wing, Kodachinotsukai	風翼・コダチノツカイ	5	3	2	1	4	99	2012	912	551	2	138	Wood attribute cards ATK x2.5. Dragon type cards HP x1.5.	12	31	21	400	0	0	
2942	Sherias Roots	シェリアス＝ルーツ	6	4	0	1	9	50	1211	896	181	0	138	All attribute cards ATK x2 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x2.5 for each additional orb type, up to ATK x7 for all 6 matches. Dragon type cards ATK x1.5, RCV x1.5.	40	13	6	500	0	1	
2943	Destroying Wing Dragon Emperor, Sherias Roots	滅翼の龍帝王・シェリアス＝ルーツ	7	4	5	1	9	99	4018	1607	298	6	138	All attribute cards ATK x2 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x2.5 for each additional orb type, up to ATK x7 for all 6 matches. Dragon type cards ATK x1.5, RCV x1.5.	60	13	6	500	0	0	
2944	Balboa	バルボワ	5	3	0	1	12	50	1012	795	135	0	138	Wood attribute cards ATK x2, RCV x2. All attribute cards ATK x3 when reaching Wood & Water combos.	30	16	6	500	0	1	
2945	Steel Wand Mechdragon God, Balboa	鋼杖の龍機神・バルボワ	6	3	2	1	12	99	3624	1524	252	5	129	Wood attribute cards ATK x2, RCV x2.	50	16	6	500	0	0	
2946	Gleaming Queen, Hera-Sowilo	煌王妃・ヘラ・ソエル	8	4	5	9	6	99	3505	1425	499	6	137	God attribute cards HP x1.5, ATK x1.5, RCV x1.5. Devil attribute cards ATK x2.	70	13	6	500	0	0	
2947	Nocturnal Corpse Wyrm, Dragon Zombie	夜行の屍霊龍・ドラゴンゾンビ	8	5	3	1	9	99	5303	1304	26	5	129	Dragon & Devil type cards ATK x3. 50% Light damage reduction.	40	15	11	500	0	0	
2948	Almighty Awoken Zeus-Dios	超覚醒ゼウス・ディオス	8	3	4	6	2	99	3682	1418	514	6	138	All attribute cards ATK x3.5 when HP is less than 99%. ATK x2 when simultaneously clearing 6 connected Wood orbs.	70	30	15	500	0	0	
2949	Saintly Bell Bride, Eschamali	聖鐘の花嫁・エスカマリ	8	4	4	12	6	99	3805	1555	293	9	129	God & Machine type cards HP x1.5, ATK x1.5.	60	15	6	500	0	0	
2950	Scampering Newlywed, Gadius	疾走する新郎・赤龍契士ガディウス	8	4	1	1	4	99	3063	1204	753	8	138	Dragon type cards HP x1.35. All attribute cards ATK x3 when reaching 1 set of Heart combo. ATK x3.5 for each additional combo, up to ATK x6.5 when reaching 2 combos.	60	16	8	500	0	0	
2951	Innocent Newlywed, Satsuki	無邪気な新婦・月龍喚士サツキ	7	4	5	1	5	99	4005	1703	146	5	129	Dragon & Attacker type cards ATK x3.5, RCV x1.5.	50	12	6	500	0	0	
2952	Lovely Bride, Bastet	可憐な花嫁・バステト	6	4	3	9	2	99	3560	1457	485	8	138	ATK x3 at 5 combos. ATK x0.5 for each additional combo, up to ATK x4 at 7 combos. Light attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	35	9	6	400	0	0	
2953	Passionate Sun Deity, Ra	情熱の太陽神・ラー	6	1	4	9	6	99	4355	1300	366	8	138	All attribute cards ATK x5 when attacking with Fire, Water, Wood, Light & Dark orb types at the same time. God & Devil attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack )	35	11	5	400	0	0	
2954	Deeply in Love Newlywed, Akechi Mitsuhide	深愛の新郎・明智光秀	5	4	4	6	9	99	2828	1719	189	4	138	Devil type cards HP x1.5. Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb.	25	13	6	400	0	0	
2955	Saintly Ocean Newlywed, Ruka	聖洋の新婦・ルカ	5	2	4	4	5	99	2170	1364	580	9	138	Healer type cards HP x2.5. ATK x3 when simultaneously clearing 6 connected Heart orbs.	25	12	6	400	0	0	
2956	White Kimono Bride, Kano	白無垢の花嫁・カノ	5	3	4	4	5	99	2144	1331	607	9	138	Healer type cards HP x2.5. ATK x3 when simultaneously clearing 6 connected Heart orbs.	25	12	6	400	0	0	
2957	Dawn Bride, Izanami	有明の花嫁・イザナミ	4	4	1	6	2	99	3511	1351	257	9	129	All attribute cards RCV x0.5.	20	13	8	400	0	0	
2958	Pure and Innocent Bride, Sopdet	純真な花嫁・ソティス	4	4	4	6	9	99	3350	1566	205	9	138	All attribute cards ATK x2 when attacking with 2 of following orb types: Light, Dark & Heart. ATK x1.5 for each additional orb type, up to ATK x3.5 for all 3 matches. Increases time limit of orb movement by 5 seconds.	20	16	11	400	0	0	
2959	Crimson Lotus Bride, Echidna	紅蓮華の花嫁・エキドナ	4	1	4	4	0	99	1277	1349	650	4	138	Healer type cards HP x1.5, ATK x2.5. Heal RCV x4 as HP after every orbs elimination.	20	15	6	400	0	0	
2960	Miracle Heroine, Cinderella	奇跡のヒロイン・シンデレラ	4	4	3	3	6	99	3030	802	507	6	129	Physical & God type cards ATK x1.5, RCV x1.5.	16	11	6	300	0	0	
2961	Covenant Witch, Lilith	誓約の魔女・リリス	4	5	4	4	9	99	1427	1458	548	4	138	Healer type cards HP x2, ATK x2. Heal RCV x4 as HP after every orbs elimination.	20	15	6	400	0	0	
2962	White Roses Bride, Hera-Beorc	白薔薇の花嫁・ヘラ・ベオーク	6	3	4	9	6	99	3006	1415	234	3	129	Wood attribute & Devil type cards ATK x2.5.	50	14	7	500	0	0	
2963	Church's Minister, Aegir	教会の神父・エーギル	5	2	4	6	3	99	4008	1193	50	3	138	Physical type cards HP x1.25. All attribute cards ATK x3 when attacking with Water & Light orb types at the same time.	35	16	11	500	0	0	
2964	Ceremony Photographer, Yellow Gadget	式典カメラマン・イエローガジェット	3	4	4	12	0	99	1665	862	42	2	129	Machine type cards ATK x1.5, RCV x1.5.	12	15	6	150	0	0	
2965	Bringer of Happiness, Cuaton	幸福の運び手・クアトン	3	4	4	1	0	99	1868	671	86	2	129	Dragon type cards HP x1.5, RCV x1.5.	12	12	6	150	0	0	
2966	Shy Waiter, Dark Shibamaru	寡黙なウェイター・ヤミシバマル	3	5	4	2	0	99	1612	660	171	2	129	Balanced type cards HP x1.5, ATK x1.5.	12	13	6	150	0	0	
2967	Dragonbound, Myr	龍契士・ミル	6	4	0	1	0	99	3855	1408	180	3	151	Reduce damage taken by 50% after matching Heal orbs in a cross formation.	50	22	16	1000	0	0	
2968	Illusionless Time Dragonbound, Myr	無幻の時龍契士・ミル	7	4	0	1	12	99	4380	1710	660	9	138	Increases time limit of orb movement by 2 seconds. ATK x7, reduce damage taken by 50% after matching Heal orbs in a cross formation.	80	22	16	1000	6	0	
2969	Star Cutting Time Dragonbound, Myr	星刻の時龍契士・ミル	8	4	0	1	12	99	4580	1710	660	9	138	ATK x7.7, reduce damage taken by 50% after matching Heal orbs in a cross formation. Increases time limit of orb movement by 2 seconds.	99	22	16	1000	6	0	
2970	Scarlet Sky Flame Dragon Caller, Tsubaki	緋空の焔龍喚士・ツバキ	7	1	4	1	6	99	4013	1658	298	9	164	All attribute cards ATK x3.5, RCV x1.5 when reaching Fire & Light combos.	36	12	6	400	3	0	
2971	Indigo Ocean Water Dragon Caller, Sumire	藍海の水龍喚士・スミレ	7	2	4	1	3	99	4803	1305	121	9	138	Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb. ATK x1.5, reduce damage taken by 50% after matching Heal orbs in a cross formation.	36	12	6	400	0	0	
2972	Green Earth Wind Dragon Caller, Kaede	碧地の風龍喚士・カエデ	8	3	4	1	5	99	4130	1840	281	9	124	All attribute cards ATK x3.5 when reaching 2 set of Wood combos. ATK x0.5 for each additional combo, up to ATK x4 when reaching 3 combos.	39	12	6	400	0	0	
2978	Dragon Caller, Ace	龍喚士・エース	5	1	0	2	0	50	1524	811	78	0	129	Balanced type cards HP x1.5, ATK x1.5, RCV x1.5.	15	18	16	500	0	0	
2979	Awoken Indra	覚醒インドラ	7	4	3	1	3	99	4550	1427	219	8	138	Physical & Dragon type cards ATK x2, RCV x2. All attribute cards ATK x3 when reaching Light & Wood combos.	40	17	5	400	0	0	
2980	Awoken Vritra	覚醒ヴリトラ	7	5	1	1	9	99	4067	1845	111	8	138	Dragon & Devil type cards HP x2, ATK x2. All attribute cards ATK x3 when reaching Dark & Fire combos.	40	12	5	400	0	0	
2981	Awoken Ame no Uzume	覚醒アメノウズメ	7	1	5	3	9	99	4545	1325	301	8	129	Physical & Devil type cards HP x1.5, ATK x1.5.	35	12	5	400	0	0	
2982	Awoken Umisachi&Yamasachi	覚醒ウミサチヤマサチ	7	2	5	2	9	99	3355	1551	551	9	138	All attribute cards ATK x4 when attacking with Water, Wood, Light & Dark orb types at the same time. All attribute cards ATK x3 when reaching 2 set of Water combos. ATK x2 for each additional combo, up to ATK x5 when reaching 3 combos.	35	12	5	400	0	0	
2983	Awoken Kushinadahime	覚醒クシナダヒメ	7	3	4	4	1	99	4305	1632	610	8	138	ATK x3 at 5 combos. ATK x2 for each additional combo, up to ATK x13 at 10 combos. No skyfall matches.	35	14	5	400	0	0	
2984	Awoken Izanagi	覚醒イザナギ	7	4	2	6	2	99	3795	1566	375	8	129	Balanced & God type cards RCV x2.	35	10	5	400	0	0	
2985	Awoken Okuninushi	覚醒オオクニヌシ	7	5	3	1	9	99	5145	1479	54	8	138	ATK x4 at 6 combos. ATK x0.5 for each additional combo, up to ATK x6 at 10 combos. All attribute cards ATK x1.5 when reaching 2 set of Dark combos. ATK x0.5 for each additional combo, up to ATK x2 when reaching 3 combos.	35	15	5	400	0	0	
2986	Star Justice	スタージャスティス	6	3	4	12	0	99	4042	1193	26	3	119	ATK x3 when simultaneously clearing 6 connected Wood orbs.	40	23	16	500	0	0	
2987	Iron Machine King, Star Justice	鉄機王・スタージャスティス	7	3	4	12	3	99	4442	1493	46	6	138	Machine type cards ATK x1.5, RCV x1.5. ATK x3 when simultaneously clearing 6 connected Wood orbs.	50	23	16	500	0	0	
2988	Another Justice	アナザージャスティス	7	2	5	12	0	99	3084	1708	135	3	138	Machine type cards ATK x1.5, RCV x1.5. All attribute cards ATK x3 when reaching 2 set of Water combos. ATK x1 for each additional combo, up to ATK x4 when reaching 3 combos.	80	23	16	500	0	0	
2989	Iron Machine Emperor, Another Justice	鉄機帝・アナザージャスティス	8	2	5	12	5	99	3484	2008	155	7	129	Machine type cards ATK x1.5, RCV x1.5.	90	23	16	500	0	0	
2990	Great Duke of Hell, Dantalion	魔公爵・ダンタリオン	6	1	0	9	0	50	2501	1849	26	0	157	ATK x3.5 for clearing each Fire orbs in a cross formation.	40	12	6	500	0	1	
2991	Confusing Face Great Duke of Hell, Dantalion	狂面の魔公爵・ダンタリオン	7	1	0	9	5	99	4504	2303	266	8	171	All attribute cards ATK x3, 25% all damage reduction when attacking with Heart and Heart orb types at the same time.	60	12	6	500	0	0	
